item,itemLabel,party,partyLabel,area,areaLabel,startDate,endDate,gender,sourceDate,source,psid
Q16080213,김명연,,,Q50500012,안산시 단원구 갑,2016-05-30,2020-05-29,male,,,Q16080213-A9002963-F23A-4D68-A3C6-7C6E48A98448
Q16080217,김무성,,,Q31179744,중구·영도구,2016-05-30,2020-05-29,male,,,Q16080217-BEA78810-956B-48CF-8696-20EF7476BA5D
Q16080258,김상훈,,,Q31179577,서구,2016-05-30,2020-05-29,male,,,Q16080258-672942f6-4036-f8dc-e59c-b68fe01f710a
Q16080263,김석기,,,Q31179120,경주시,2016-05-30,2020-05-29,male,,,Q16080263-821C7812-71FE-4F38-B5ED-BE8AEE3FDA52
Q16080285,김세연,Q20916,자유한국당,Q31179733,금정구,2016-05-30,2020-05-29,male,,,Q16080285-38BA3B74-87F3-46E3-B12C-F8E82D841821
Q16080318,김영주,,,Q31180215,영등포구 갑,2016-05-30,2020-05-29,female,,,Q16080318-C58E7C0B-FCCE-4A9A-A7ED-262FEA419078
Q16080371,김재경,,,Q31179680,진주시 을,2016-05-30,2020-05-29,male,,,Q16080371-2DDA3448-1143-4021-A5C2-5CD756D2D58D
Q16080404,김종대,,,,,2016-05-30,2020-05-29,male,,,Q16080404-C44212D8-C2FB-460C-96A5-8B70B1C96922
Q16080415,김종인,,,Q50506172,비례대표 국회의원 선거구,2016-05-30,2017-03-08,male,,,Q16080415-B5302AFB-A248-434F-BFD8-EC68447C32CC
Q16080572,김태년,,,Q50502834,성남시 수정구,2016-05-30,2020-05-29,male,,,Q16080572-6ec1c57a-4529-336c-f6ca-3d8a135bfc84
Q16080678,김현미,,,Q50503763,고양시 정,2016-05-30,2020-05-29,female,,,Q16080678-C42522EF-EB02-4A33-9B1E-95B480FDDCEC
Q16081369,박남춘,,,Q31179678,남동구 갑,2016-05-30,2018-05-14,male,,,Q16081369-5D089942-BF1C-45E5-A0B0-562847260B4E
Q16081398,박대출,,,Q31179682,진주시 갑,2016-05-30,2020-05-29,male,,,Q16081398-013f483f-4acf-9d68-ee30-8077669c8cb6
Q16081489,박명재,,,Q31179305,포항시 남구·울릉군,2016-05-30,2020-05-29,male,,,Q16081489-0C39B2A1-9036-4ACD-80C2-E67A09AED4B3
Q16081799,박순자,,,Q50499960,안산시 단원구 을,2016-05-30,2020-05-29,female,,,Q16081799-CAE40BE6-C20A-4E1D-AD29-F6BC40894961
Q16082227,박주민,Q15978686,더불어민주당,Q31180285,은평구 갑,2016-05-30,2020-05-29,male,,,Q16082227-1044F7D5-541F-4306-A92A-C15510F1C451
Q16082619,박홍근,,,Q31180354,중랑구 을,2016-05-30,2020-05-29,male,,,Q16082619-18EAFF58-1A32-448B-A73B-AC6AC7DC81BE
Q16082871,백승주,,,Q50503791,경상북도 구미시갑,2016-05-30,2020-05-29,male,,,Q16082871-5EA676A9-368F-4B2E-BD42-1C44E8AD4B4A
Q16084079,신경민,,,Q31180222,영등포구 을,2016-05-30,2020-05-29,male,,,Q16084079-00063927-36AE-42B2-BF6B-9E9785A853EB
Q16090214,서청원,,,Q50502538,화성시 갑,2016-05-30,2020-05-29,male,,,Q16090214-F4A6D2F7-6764-44A3-825A-97C640B19DC7
Q16090384,우상호,Q15978686,더불어민주당,Q31180290,서대문구 갑,2016-05-30,2020-05-29,male,,,Q16090384-F33AEFD1-B433-49E9-B4F0-7CDEC75B2CBE
Q16090388,우원식,Q15978686,더불어민주당,Q31180265,노원구 을,2016-05-30,2020-05-29,male,,,Q16090388-D3A2BEBA-4A37-4411-9214-E92A4413ADEC
Q16090431,유성엽,,,Q50503717,전라북도 정읍시고창군,2016-05-30,2020-05-29,male,,,Q16090431-3E0DC230-BB8E-4C90-AF7A-604FAC86E3B5
Q16090618,윤관석,,,Q31179667,남동구 을,2016-05-30,2020-05-29,male,,,Q16090618-fbd99aa6-44d3-779c-77bf-d07841c7893d
Q16090633,윤상현,,,Q31179652,미추홀구 을,2016-05-30,2020-05-29,male,,,Q16090633-7d2d8abc-4229-c20a-be50-fb1aa4f8b359
Q16091044,이원욱,,,Q50503150,화성시 을,2016-05-30,2020-05-29,male,,,Q16091044-e41aa730-4534-51b3-caea-aa255bca3f06
Q16091058,이인영,,,Q31180252,구로구 갑,2016-05-30,2020-05-29,male,,,Q16091058-B151273E-6E9F-487A-956B-0738BD039824
Q16091091,이정현,,,Q50501557,전라남도 순천시,2016-05-30,2020-05-29,male,,,Q16091091-FA611CB8-EBA5-433B-988C-3A4804A94540
Q16091168,이진복,,,Q31179737,동래구,2016-05-30,2020-05-29,male,,,Q16091168-F94D25B7-647C-4035-BE12-AF85CAC1F0B9
Q16091179,이찬열,,,Q50503412,수원시 갑,2016-05-30,2020-05-29,male,,,Q16091179-8B15AC07-3454-4E36-ACCC-DE7DBAEF346A
Q16091259,이학영,,,Q50501757,경기도 군포시을,2016-05-30,2020-05-29,male,,,Q16091259-2136f221-48fb-75e0-f927-82d5ed8ee61b
Q16091262,이학재,,,Q31179641,서구 갑,2016-05-30,2020-05-29,male,,,Q16091262-C1112B84-1A47-4D0E-BC5E-42DA4412E361
Q16091294,이혜훈,,,Q31180220,서초구 갑,2016-05-30,2020-05-29,female,,,Q16091294-9787CE74-DA42-4C1A-AB13-8CB46BE6D4AB
Q16091444,장병완,,,Q31179408,동구·남구 갑,2016-05-30,2020-05-29,male,,,Q16091444-1C0D2F78-AC37-45F3-BE3B-5B8170A47CA9
Q16091570,전해철,,,Q50503342,안산시 상록구 갑,2016-05-30,2020-05-29,male,,,Q16091570-76685f12-48e7-9d9c-cf6c-311eb150d887
Q16091644,정성호,,,Q50501680,양주시,2016-05-30,2020-05-29,male,,,Q16091644-c4e4ab78-481a-6cb3-cf03-9f5fb2922a2a
Q16091728,정종섭,,,Q31179579,동구 갑,2016-05-30,2020-05-29,male,,,Q16091728-078CC7C2-F913-4F71-8EBE-EFB8D15A3428
Q16091815,제윤경,,,,,2016-05-30,2020-05-29,female,,,Q16091815-66F4BF94-A71F-4819-983B-F3747F4B2E2D
Q16091999,주호영,,,Q31179572,수성구 을,2016-05-30,2020-05-29,male,,,Q16091999-ce068408-4838-e76a-6afc-743e333f6072
Q16092210,최재성,,,Q31180205,송파구 을,2018-06-14,2020-05-29,male,,,Q16092210-A66CEF76-717A-4E0D-B036-6342F233E826
Q16092474,함진규,,,Q50501046,시흥시 갑,2016-05-30,2020-05-29,male,,,Q16092474-08DCD37A-4E96-4342-9B6B-26A19A792971
Q16092650,홍의락,,,Q31179626,북구 을,2016-05-30,2020-05-29,male,,,Q16092650-193AF20A-14B3-45AF-8CD8-87E3CAF3B566
Q16093562,김한정,,,Q50503491,남양주시 을,2016-05-30,2020-05-29,male,,,Q16093562-98077680-ECB4-4031-B042-A0AC5071B30D
Q16168735,안규백,,,Q31180279,동대문구 갑,2016-05-30,2020-05-29,male,,,Q16168735-21665E27-6AC1-4284-AC50-81DE310903CF
Q16170128,유재중,,,Q31179738,수영구,2016-05-30,2020-05-29,male,,,Q16170128-71369B06-566C-4619-9D06-7B0808C1CD1E
Q16172538,민홍철,,,Q31179705,김해시 갑,2016-05-30,2020-05-29,male,,,Q16172538-8dac2f00-42ba-bb32-2080-eacd589fd4d2
Q16172584,김경수,,,Q31179704,김해시 을,2016-05-30,2018-05-14,male,,,Q16172584-6C49FE59-6915-4E47-8897-CC9838BD44CB
Q16174531,전혜숙,,,Q31180287,광진구 갑,2016-05-30,2020-05-29,female,,,Q16174531-3C4FC172-BB59-47F1-93DC-3BAE3AD38166
Q16175169,박완주,,,Q50503518,천안시 을,2016-05-30,2020-05-29,male,,,Q16175169-f6dfc75a-4378-56e1-02f2-17b549f6d2fc
Q16175227,박용진,,,Q31180334,강북구 을,2016-05-30,2020-05-29,male,,,Q16175227-D510217C-521B-460E-BEAE-8F966C3B9768
Q16175970,여상규,Q20916,자유한국당,Q31179700,사천시·남해군·하동군,2016-05-30,2020-05-29,male,,,Q16175970-6DC9E9E1-EE7A-41E4-AC28-5983A8296057
Q16178217,염동열,,,Q50500573,강원도 태백시횡성군영월군평창군정선군,2016-05-30,2020-05-29,male,,,Q16178217-93C673F0-3FD0-47D0-9592-2EFC2D9C6B86
Q16179214,김종태,,,Q50502452,경상북도 상주시군위군의성군청송군,2016-05-30,2017-02-09,male,,,Q16179214-3DB87B70-EA26-49B4-971A-EF1999C24CB6
Q16179475,홍문표,,,Q50504438,충청남도 홍성군예산군,2016-05-30,2020-05-29,male,,,Q16179475-088403c2-41ba-d47d-7805-5abb23cfe5ad
Q16180185,이완영,,,Q50501067,경상북도 고령군성주군칠곡군,2016-05-30,2019-06-13,male,,,Q16180185-2292CD0A-EAF2-4439-A5A5-2F07D101C8D8
Q16180737,박덕흠,,,Q31178536,보은군·옥천군·영동군·괴산군,2016-05-30,2020-05-29,male,,,Q16180737-d0337f47-47e9-f65e-a158-30132f312296
Q16181031,김태흠,,,Q50502042,충청남도 보령시서천군,2016-05-30,2020-05-29,male,,,Q16181031-87a88be5-4918-16f8-0ca5-fe5afbcbd550
Q16181385,김한표,,,Q31179702,거제시,2016-05-30,2020-05-29,male,,,Q16181385-E6A644FB-446B-453A-9319-37D42494C245
Q16181809,이재정,,,Q50506172,비례대표 국회의원 선거구,2016-05-30,2020-05-29,female,,,Q16181809-eed2f489-48bd-ef99-1624-b601c576b0b1
Q16187393,남인순,,,Q31180203,송파구 병,2016-05-30,2020-05-29,female,,,Q16187393-79C5D7A5-CCAB-4014-9B13-43ACE7632E17
Q16219508,김진태,,,Q50504296,춘천시,2016-05-30,2020-05-29,male,,,Q16219508-652cbd5f-46c9-9112-4dce-234ae3139d87
Q16799644,민경욱,,,Q31179672,연수구 을,2016-05-30,2020-05-29,male,,,Q16799644-98514112-A799-4EAD-BF52-021BB0C98C29
Q17401310,백혜련,,,Q50502229,수원시 을,2016-05-30,2020-05-29,female,,,Q17401310-BD8269F9-43E3-4A65-994A-F120FE855886
Q17401410,이개호,,,Q50501629,전라남도 담양군함평군영광군장성군,2016-05-30,2020-05-29,male,,,Q17401410-1f2057d0-4832-ed7c-ef66-797f1eed7132
Q18815659,유의동,,,Q50504231,평택시 을,2016-05-30,2020-05-29,male,,,Q18815659-DE534DEB-FBAC-41C3-A48C-2D4245E7EB42
Q18815848,홍철호,,,Q50502944,김포시 을,2016-05-30,2020-05-29,male,,,Q18815848-9AC97794-22C2-4CB3-ADBE-7E1FD22562BF
Q19940257,신동근,,,Q31179649,서구 을,2016-05-30,2020-05-29,male,,,Q19940257-7F0F499F-BE26-4AFE-AE99-196DA0AD083B
Q19940527,오신환,,,Q31180223,관악구 을,2016-05-30,2020-05-29,male,,,Q19940527-A7145BD3-CBA3-46B4-AC92-1AC4C2667AC0
Q19941078,정재호,,,Q50504509,고양시 을,2016-05-30,2020-05-29,male,,,Q19941078-716888CB-B44E-4539-AAEF-725EAFFF44A9
Q2052583,박완수,,,Q31179693,창원시 의창구,2016-05-30,2020-05-29,male,,,Q2052583-8B5607DF-883B-443A-8491-1E454D2B0B0A
Q20995,안철수,,,Q31180280,노원구 병,2016-05-30,2017-04-15,male,,,Q20995-f0cc27ab-4b6f-971a-129d-494081511326
Q21058754,손혜원,,,Q31180321,마포구 을,2016-05-30,2020-05-29,female,,,Q21058754-1859DA3D-5023-46BA-ACE5-15739B8FF1E4
Q21060452,최교일,,,Q50500595,경상북도 영주시문경시예천군,2016-05-30,2020-05-29,male,,,Q21060452-95E0B902-3D78-4BC4-A17D-235B7B6F9B56
Q21575768,김경진,,,Q31179465,북구 갑,2016-05-30,2020-05-29,male,,,Q21575768-F8D5310F-6AD1-4876-9AD1-FD4E6AC4611A
Q22972717,강병원,Q15978686,더불어민주당,Q31180291,은평구 을,2016-05-30,2020-05-29,male,,,Q22972717-695A64D4-C365-4921-9863-BB4FEC4B38B8
Q22973130,김병관,,,Q50500841,성남시 분당구 갑,2016-05-30,2020-05-29,male,,,Q22973130-E456D618-0934-4797-A2E4-08A624578C32
Q22974407,안호영,,,Q50500166,전라북도 완주군진안군무주군장수군,2016-05-30,2020-05-29,male,,,Q22974407-50E66FC2-449C-49DA-9862-63A61D3DB684
Q22974711,이수혁,,,,,2017-06,2020-05-29,male,,,Q22974711-a95844ae-44b0-d855-37e0-5c81bf1aafc0
Q23894231,기동민,,,Q31180336,성북구 을,2016-05-30,2020-05-29,male,,,Q23894231-0DC794FF-8A7D-4F05-AC93-6347FFF8BD70
Q24000485,이양수,,,Q50499237,강원도 속초시고성군양양군,2016-05-30,2020-05-29,male,,,Q24000485-2268A00A-CD11-4D44-9093-529F4BF6A5DE
Q24000498,박성중,,,Q31180248,서초구 을,2016-05-30,2020-05-29,male,,,Q24000498-C317DE9C-3CFF-45E9-ACF5-859FD43AA90C
Q24000510,고용진,Q15978686,더불어민주당,Q31180261,노원구 갑,2016-05-30,2020-05-29,male,,,Q24000510-637E04D1-2584-478B-B6CB-43961B557154
Q24000511,오영훈,,,Q31178888,제주시 을,2016-05-30,2020-05-29,male,,,Q24000511-B2E4BCE2-8445-4F46-BE89-C01EA10D1638
Q24000515,위성곤,,,Q31178797,서귀포시선거구,2016-05-30,2020-05-29,male,,,Q24000515-7A58A11D-A997-48C7-A7B1-86CEFEF8A891
Q24000516,박찬대,,,Q31179673,연수구 갑,2016-05-30,2020-05-29,male,,,Q24000516-95F673C9-E811-4A30-88B6-EEA141FF00C5
Q24000517,조응천,,,Q50500923,남양주시 갑,2016-05-30,2020-05-29,male,,,Q24000517-31CBA490-8AB4-4845-A655-F3DC17E2EA8A
Q24000521,윤종오,,,Q4986788,북구,2016-05-30,2017-12-22,male,,,Q24000521-062E5E49-FCCF-4A83-ABCF-ED904DFE5EF8
Q24000528,박재호,,,Q31179809,남구 을,2016-05-30,2020-05-29,male,,,Q24000528-9c952f15-4aca-08cd-b79e-01c8fe2bab76
Q24000530,김해영,,,Q31179735,연제구,2016-05-30,2020-05-29,male,,,Q24000530-7DAAB591-3816-494F-87F8-6A9BB983530C
Q24000531,송석준,,,Q50501656,이천시,2016-05-30,2020-05-29,male,,,Q24000531-F0E2A147-2B19-47BC-9F88-1E1A15264FC2
Q24000550,임종성,,,Q50498987,광주시 을,2016-05-30,2020-05-29,male,,,Q24000550-6ED9E440-945F-4AA5-BE32-B510D47EC923
Q24000551,권칠승,,,Q50501821,화성시 병,2016-05-30,2020-05-29,male,,,Q24000551-E4CC5BAD-825F-4A98-BE1C-DB1BDC1D18AC
Q24000552,정태옥,,,Q31179625,북구 갑,2016-05-30,2020-05-29,male,,,Q24000552-F95D7915-FB5E-4707-A4F9-BA0CAB7D2621
Q24000553,소병훈,,,Q50502782,광주시 갑,2016-05-30,2020-05-29,male,,,Q24000553-93BDCF85-48D4-44BE-8F19-AEEDE1A13685
Q24000554,윤한홍,,,Q31179698,창원시 마산회원구,2016-05-30,2020-05-29,male,,,Q24000554-5705A373-ACAB-442A-8A66-654510A01765
Q24000555,정유섭,,,Q31179621,부평구 갑,2016-05-30,2020-05-29,male,,,Q24000555-7BB840AC-D1E3-4DA0-88E2-AE85E909BBDE
Q24000557,유동수,,,Q31179620,계양구 갑,2016-05-30,2020-05-29,male,,,Q24000557-323C5222-8C00-4AD4-BB72-69C9EFC53D3C
Q24000558,정인화,,,Q50503887,전라남도 광양시곡성군구례군,2016-05-30,2020-05-29,male,,,Q24000558-305B017A-A1D8-4410-9A18-A700C99BC822
Q24000559,이은권,,,Q31179336,중구,2016-05-30,2020-05-29,male,,,Q24000559-E86C0976-03D9-4FC5-A4BB-5FEA0CDD096A
Q24000560,어기구,,,Q50501028,충청남도 당진시,2016-05-30,2020-05-29,male,,,Q24000560-5CF13AE6-A3D3-4CA5-B002-9B6E643776FC
Q24000561,조승래,,,Q31179341,유성구 갑,2016-05-30,2020-05-29,male,,,Q24000561-C4850B1D-EA24-4E89-9C1A-9393E4F10217
Q24000566,김수민,,,Q50506172,비례대표 국회의원 선거구,2016-05-30,2020-03-19,female,,,Q24000566-B105CC72-98B0-4159-885D-CF7A1BCF0792
Q24000567,김정재,,,Q31179319,포항시 북구,2016-05-30,2020-05-29,female,,,Q24000567-D5904652-EFEA-4D92-86D9-15844EEBC465
Q24000578,권석창,,,Q50502178,충청북도 제천시단양군,2016-05-30,2018-05-11,male,,,Q24000578-D8A6B7AC-C251-43AF-AD72-BC377B3F53B2
Q24000579,송기헌,,,Q50502150,원주시 을,2016-05-30,2020-05-29,male,,,Q24000579-32877CFC-BBFF-4A3E-929F-843F6DB6C3E1
Q24000580,성일종,,,Q50499380,충청남도 서산시태안군,2016-05-30,2020-05-29,male,,,Q24000580-32A99E32-3DAD-46AD-A682-E7074A284AAB
Q24000592,강훈식,,,Q50504582,아산시 을,2016-05-30,2020-05-29,male,,,Q24000592-469F9A9D-40A3-42D0-9C99-24BAD7CA6975
Q24000595,손금주,,,Q50503370,전라남도 나주시화순군,2016-05-30,2020-05-29,male,,,Q24000595-EE52CA32-4836-4116-8768-CE0CF7F0AED2
Q24000598,장석춘,,,Q50500106,경상북도 구미시을,2016-05-30,2020-05-29,male,,,Q24000598-A6E2A340-5579-48BF-82AF-369B2F239BD3
Q24000599,임이자,,,Q50506172,비례대표 국회의원 선거구,2016-05-30,2020-05-29,female,,,Q24000599-D640BFD6-1EEA-41B9-B44A-BB9C151A1DD5
Q24000600,송기석,,,Q31179457,서구 갑,2016-05-30,2018-02-08,male,,,Q24000600-67931AAD-5645-4DFF-A464-8BFF60B2BC7B
Q24000601,송희경,,,,,2016-05-30,2020-05-29,female,,,Q24000601-572FE4A3-29CD-46C3-805B-590D544E8DBC
Q24000602,김현권,,,,,2016-05-30,2020-05-29,male,,,Q24000602-B4C61C15-C581-4B33-90AC-CE6853B8A180
Q24000603,문진국,,,,,2016-05-30,2020-05-29,male,,,Q24000603-BB8112CA-2761-42FD-A65E-1ADF4F75EB77
Q24000618,문미옥,,,Q50506172,비례대표 국회의원 선거구,2016-05-30,2017-06-20,female,,,Q24000618-89B86D6E-6C6D-439A-AC8D-59441878CA79
Q24000620,박경미,,,,,2016-05-30,2020-05-29,female,,,Q24000620-21268DF7-FDC8-4C43-A76B-895604D49494
Q24000702,윤종필,,,,,2016-05-30,2020-05-29,female,,,Q24000702-12F04EE3-E568-413D-9731-52F953B3F562
Q24000760,송옥주,,,Q50506172,비례대표 국회의원 선거구,2016-05-30,2020-05-29,female,,,Q24000760-D6CD9F63-CBED-4722-93F6-7BC197EFE6F8
Q24000761,권미혁,,,,,2016-05-30,2020-05-29,female,,,Q24000761-025636F4-5384-4F07-AC70-C3519BDA69D7
Q24000763,최운열,,,,,2016-05-30,2020-05-29,male,,,Q24000763-6053C796-36A1-4B35-81C6-64A35F997A02
Q24000765,신용현,,,Q50506172,비례대표 국회의원 선거구,2016-05-30,2020-05-29,female,,,Q24000765-7F9CE4BC-EBB2-4FA7-A0E6-BDF7719337AF
Q24000766,최도자,,,Q50506172,비례대표 국회의원 선거구,2016-05-30,2020-05-29,female,,,Q24000766-D8DC652A-1835-4143-B3D2-18C44B7FE328
Q24000767,강효상,,,,,2016-05-30,2020-05-29,male,,,Q24000767-1EC9AB42-BFDD-4D4C-BC32-E0DCCAA69D35
Q24000768,채이배,,,,,2016-05-30,2020-05-29,male,,,Q24000768-2C666E02-F4C5-43DA-ADC7-A46F3FE4C1E4
Q24000769,전희경,,,,,2016-05-30,2020-05-29,female,,,Q24000769-0B4217E5-8DAE-4FEC-9986-C688846621B6
Q24000770,유민봉,,,,,2016-05-30,2020-05-29,male,,,Q24000770-D96B497F-2A8B-41BA-B769-6A9E8419AB80
Q24000771,김삼화,,,Q50506172,비례대표 국회의원 선거구,2016-05-30,2020-03-19,female,,,Q24000771-12F01C3E-0E32-491D-B14E-2829C99EF1D5
Q24000772,김중로,,,Q50506172,비례대표 국회의원 선거구,2016-05-30,2020-03-19,male,,,Q24000772-F54BF51A-DACE-4CD2-8DCC-C5F59B8727BA
Q24000773,장정숙,,,Q50506172,비례대표 국회의원 선거구,2016-05-30,2020-05-29,female,,,Q24000773-06115B9E-E74A-4231-B368-A8B5566A8D0C
Q24000774,김순례,,,,,2016-05-30,2020-05-29,female,,,Q24000774-2544E239-5475-49A2-BD81-FEC11F95A865
Q24000775,윤소하,,,Q50506172,비례대표 국회의원 선거구,2016-05-30,2020-05-29,male,,,Q24000775-178CCE00-D037-4BD6-9B75-3D65DDF2196C
Q24000776,추혜선,,,,,2016-05-30,2020-05-29,female,,,Q24000776-8FBFF0EF-BB6D-42A8-B7F7-BE3A72668482
Q24856148,오세정,,,Q50506172,비례대표 국회의원 선거구,2016-05-30,2018-10-01,male,,,Q24856148-BDA97877-110B-4415-8B00-69134703F525
Q24856266,이종명,,,,,2016-05-30,2020-05-29,male,,,Q24856266-26B9FD8E-5DA1-4BB3-A10C-7739A1223819
Q24856298,최명길,,,Q31180205,송파구 을,2016-05-30,2017-12-05,male,,,Q24856298-EDCEE0E4-5ACB-457B-A09E-973FB2180C59
Q24856300,황희,,,Q31180210,양천구 갑,2016-05-30,2020-05-29,male,,,Q24856300-FC113BA7-A42C-4E2E-8323-8F6F34591323
Q24856311,김영호,Q15978686,더불어민주당,Q31180266,서대문구 을,2016-05-30,2020-05-29,male,,,Q24856311-65AFE670-CCDC-4D1F-BF59-68D571F38D5B
Q24856313,최인호,,,Q31179769,사하구 갑,2016-05-30,2020-05-29,male,,,Q24856313-97248c6a-4d48-962b-340e-619bde43c374
Q24856314,이훈,,,Q31180212,금천구,2016-05-30,2020-05-29,male,,,Q24856314-B20821E1-1726-41D8-89E2-8E2D17017294
Q24856315,박정,,,Q50503571,파주시 을,2016-05-30,2020-05-29,male,,,Q24856315-EADFF265-B7E7-4D42-A879-020FE676CE89
Q24856316,김성원,,,Q50498954,경기도 동두천시연천군,2016-05-30,2020-05-29,male,,,Q24856316-109F6C4D-D09A-4D37-A194-5B9B81582C1C
Q24856317,이정미,,,,,2016-05-30,2020-05-29,female,,,Q24856317-12c4d413-4b85-9b5b-d5d8-d12018c968e6
Q24856318,김병욱,,,Q50499807,성남시 분당구 을,2016-05-30,2020-05-29,male,,,Q24856318-6CC53FBA-D06D-4153-946E-BEDB5B393B22
Q24856319,김종훈,,,Q31179296,동구,2016-05-30,2020-05-29,male,,,Q24856319-5856BF41-B1A6-4EB7-8DD7-A1D3666868D2
Q24856324,신창현,,,Q50500990,의왕시·과천시,2016-05-30,2020-05-29,male,,,Q24856324-B483E897-FAD4-412B-8EA8-690B4CCC3226
Q24856325,김정우,,,Q50503027,경기도 군포시갑,2016-05-30,2020-05-29,male,,,Q24856325-6D4A6AB7-B80B-4081-A66C-576D301867AE
Q24856326,김영진,,,Q50502889,수원시 병,2016-05-30,2020-05-29,male,,,Q24856326-D8ABE5C0-5BE0-4815-AA4C-F49A8CA2A83A
Q24856340,신보라,,,,,2016-05-30,2020-05-29,female,,,Q24856340-5944E770-28EE-41FF-B814-6D561828268C
Q24856342,서형수,,,Q31179697,양산시 을,2016-05-30,2020-05-29,male,,,Q24856342-2CB66C52-CBD6-489F-8245-CB9EDD9E4CF8
Q24856343,이용호,,,Q50499094,전라북도 남원시임실군순창군,2016-05-30,2020-05-29,male,,,Q24856343-029B4C9D-A623-4D4C-9478-F643E809453D
Q24856344,김광수,,,Q50500149,전주시 갑,2016-05-30,2020-05-29,male,,,Q24856344-20F45175-2F3E-4B5E-9050-92532C6BDB0C
Q24856345,김종민,,,Q50503466,충청남도 논산시계룡시금산군,2016-05-30,2020-05-29,male,,,Q24856345-E65ED6FC-4655-45EF-9A77-C8F275FE920D
Q24856352,이철규,,,Q50501423,강원도 동해시삼척시,2016-05-30,2020-05-29,male,,,Q24856352-42391632-1A57-4601-BA32-A0A4FB49307A
Q24856354,이용주,,,Q50500884,전라남도 여수시갑,2016-05-30,2020-05-29,male,,,Q24856354-34389B0F-0DD3-459D-BEB1-968FBC84B1D5
Q24856356,윤영일,,,Q50504657,전라남도 해남군완도군진도군,2016-05-30,2020-05-29,male,,,Q24856356-65761633-0246-4D2B-88D9-4AD372284D4D
Q24856357,이만희,,,Q50499739,경상북도 영천시청도군,2016-05-30,2020-05-29,male,2022-08-01,https://ko.wikipedia.org/wiki/%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD_%EC%A0%9C20%EB%8C%80_%EA%B5%AD%ED%9A%8C%EC%9D%98%EC%9B%90_%EB%AA%A9%EB%A1%9D_(%EC%A7%80%EC%97%AD%EA%B5%AC%EB%B3%84),Q24856357-93D81481-822C-4139-850C-346BEE3F9CBD
Q24856358,최경환,,,Q31179467,북구 을,2016-05-30,2020-05-29,male,,,Q24856358-B8E48A94-AB9A-45D0-A53F-750591D88919
Q24856359,이태규,,,Q50506172,비례대표 국회의원 선거구,2016-05-30,2020-03-17,male,,,Q24856359-4fe002cf-4bd4-58cb-56bc-a87a4bee0420
Q24856366,김종회,,,Q50500904,전라북도 김제시부안군,2016-05-30,2020-05-29,male,,,Q24856366-2C7C30DE-FB91-4C88-92FC-126E8BAFF391
Q24856389,이동섭,,,Q50506172,비례대표 국회의원 선거구,2016-05-30,2020-03-19,male,,,Q24856389-1A9224F2-5072-4678-AD18-CC18BD0FB6DA
Q24856405,김규환,,,,,2016-05-30,2020-05-29,male,,,Q24856405-21DD30E3-7948-4449-9226-30706FB6C1B6
Q24856408,박주현,,,Q50506172,비례대표 국회의원 선거구,2016-05-30,2020-05-29,female,,,Q24856408-6A36784D-76FC-4784-8B91-676962F7DCBD
Q24856410,김성태,,,,,2016-05-30,2020-05-29,male,,,Q24856410-18AD6F7B-AEC6-4C30-9B1F-34E16529FB7A
Q24856411,김현아,,,,,2016-05-30,2020-05-29,female,,,Q24856411-271D6952-B2DC-4596-B3D7-003EFA2BBE07
Q24856412,김승희,,,,,2016-05-30,2020-05-29,female,,,Q24856412-0FBFFD84-459D-4BB9-B419-55CEBD7E5FCD
Q26924478,김병기,,,Q31180226,동작구 갑,2016-05-30,2020-05-29,male,,,Q26924478-AC0E3C9D-8F7A-4FBA-9EA8-BFB74E898023
Q28700301,여영국,,,Q31179686,창원시 성산구,2019-04-04,2020-05-29,male,,,Q28700301-87748e0b-6692-46a6-9745-f70e476419d7
Q2947463,인재근,,,Q31180316,도봉구 갑,2016-05-30,2020-05-29,female,,,Q2947463-8B859B33-583D-41BA-8C8B-7574ED0160D3
Q30093075,심기준,,,Q50506172,비례대표 국회의원 선거구,2017-03-14,2020-05-29,male,,,Q30093075-21955e80-4b61-95ec-bd31-1093dec5c3d1
Q31178630,송언석,,,Q31179128,김천시,2018-06-14,2020-05-29,male,,,Q31178630-92ba8e36-422b-9b2d-7966-1a50e530d598
Q31178821,맹성규,,,Q31179678,남동구 갑,2018-06-14,2020-05-29,male,,,Q31178821-bde3807a-41f0-273c-3e4d-e0cc35803048
Q319920,이해찬,,,Q31180738,세종특별자치시,2016-05-30,2020-05-29,male,,,Q319920-def38942-4c9f-5f88-2cd7-ab79c96b3f27
Q3540842,이철우,,,Q31179128,김천시,2016-05-30,2018-05-14,male,,,Q3540842-C752E319-7108-4822-8BFC-4D560439389C
Q4696248,안상수,,,Q31179614,중구·동구·강화군·옹진군,2016-05-30,2020-05-29,male,,,Q4696248-CDB79AEA-DF1A-4CF1-8E79-FB3FEB73E74D
Q482814,노회찬,,,Q31179686,창원시 성산구,2016-05-30,2018-07-23,male,,,Q482814-F85509F1-5D83-44E8-84CB-DE60BB983C52
Q484024,송영길,,,Q31179607,계양구 을,2016-05-30,2020-05-29,male,,,Q484024-9a6c3f6f-430d-8320-b41e-f6f24a94a937
Q484698,조훈현,,,Q13365595,비례대표제,2016-05-30,2020-05-29,male,,,Q484698-031BF4DD-CCDD-495F-B9E2-F37C45911FB7
