itemLabel,url
PARK SUNGJOON,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=7Lqzcz9Az6I%3D
PARK SUNGJOONG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=upMGWdpxIAo%3D
PARK WANJOO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=6NBifL8EMEE%3D
PARK YONGJIN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=Fwx2B8zRw5U%3D
PARK YOUNGSOON,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=FHqHknW3%2FhU%3D
RHO YONGHO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=WvHake7msWs%3D
RYU HOJEONG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=r%2BPrvVx2ml8%3D
SEO DONGYONG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=eK0wgqM6BOg%3D
SEO ILJUN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=coVRsj2iPxc%3D
SEO SAMSEOK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=DObXmgMprAA%3D
SEO YOUNGKYO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=gWxLKlg%2BIV0%3D
SEO YOUNGSEOK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=g4eMxHk216w%3D
SHIN DONGKUN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=l4mHrVTbzeQ%3D
SHIN HYUNYOUNG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=G7qWGqxYXVQ%3D
SHIN JEONGHOON,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=prQXqBaY9JQ%3D
SHIN WONSIK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=8EA0Afv0Rtg%3D
SHIN YEONGDAE,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=HdRUOv%2BJFlI%3D
SIM SANGJEUNG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=tCokruw2kVY%3D
SO BYUNGCHUL,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=T8V8YPWZJlI%3D
SO BYUNGHOON,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=H%2F96ZhprtD4%3D
SONG EONSEOG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=A5YR4OTfgwk%3D
SONG GABSEOK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=QKcfH%2FbN9nI%3D
SONG JAEHO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=86joG6BcOPw%3D
SONG KI HUN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=s68GDKqRayU%3D
SONG OKJOO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=7Lv378o7FLI%3D
SONG SEOGJUN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=Fo01h%2B2KoKw%3D
SUH BUMSOO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=pCX7b8GWq%2FU%3D
SUH BYUNGSOO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=JaOfdD60sTI%3D
SUH JUNGSOOK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=Bkv9eUOqo24%3D
SUL HOON,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=AX48iGj6Bhc%3D
SUNG ILJONG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=Dm8Xmphm380%3D
TAE YONGHO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=m%2BzQPrQwR%2Fw%3D
WI SEONGGON,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=G%2BA2Bz3w%2B%2Fw%3D
WOO SANGHO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=3fTUQpCj2Hc%3D
WOO WONSHIK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=i77k%2F9J5ZN0%3D
YANG HYANGJA,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=2iEdUaCIEQo%3D
YANG JUNGSUK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=z6WP1Gass%2FU%3D
YANG KIDAE,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=sjaJijIC0WM%3D
YANG KUMHEE,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=zAPIYMAQv%2Fc%3D
YANG KYUNGSOOK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=STgpqwlxcoY%3D
YANG YIWONYOUNG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=hhnV3CVZIdk%3D
YONG HYEIN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=UOnSHF0LZMY%3D
YOO DONGSOO,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=O%2BJhhSz55S4%3D
YOO GYEONGJOON,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=KvMutbwlexQ%3D
YOO JUNGJU,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=6BWB1Ld%2BgYU%3D
YOO KIHONG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=pUohTo5pSPc%3D
YOO SANGBUM,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=h6b80tdD%2B8w%3D
YOO SUNGKULL,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=7HL1jEcbX3U%3D
YOON DOOHYUN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=lBr%2Bpvj5mRw%3D
YOON HANHONG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=e40dCtuCSbs%3D
YOON HUDUK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=KfSyaU7W2pM%3D
YOON JAEKAB,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=mCYyyaduHlY%3D
YOON JOONBYEONG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=RxajLat59%2FU%3D
YOON SANGHYUN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=p8lcyZ%2BGu10%3D
YOON YOUNGCHAN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=O6lhDbyiDdk%3D
YOON YOUNGDEOK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=xIYdRS2MQ%2FU%3D
YOON YOUNGSEOK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=fBz9mnxkjq4%3D
YOUN KUNYOUNG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=q12%2BSDBpl4w%3D
YOUN KWANSUK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=n9KSfg%2FOarY%3D
YOUN MEEHYANG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=%2FhYpr1xnWi4%3D
YU EUIDONG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=vM0tySqzWBg%3D
YUN CHANGHYUN,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=wwgdm%2B2CFfk%3D
YUN HOJUNG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=YXeVvmIniTA%3D
YUN JAEOK,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=YcCUg%2B9Cl%2F0%3D
YUN JUKEYNG,https://korea.assembly.go.kr:447/mem/mem_pro.jsp?mem_code=odNnmT1z7z4%3D
